Idosoby;Płeć;Wiek;Wykształcenie;Zamieszkanie;Wierzący;Religia;Myślenie o śmierci przygnębia mnie (Lęk);Często zastanawiam się, w jakiej sytuacji byłbym skłonny odebrać sobie życie (Fascynacja);Perspektywa mojej śmierci jest dla mnie przerażająca (Lęk);Śmierć jest dla mnie czymś przykrym (Lęk);Lubię wyobrażać sobie, w jaki sposób umrę (Fascynacja);Gdy ktoś porusza w mojej obecności kwestię śmierci, szybko staram się zmienić temat rozmowy (Lęk);W chwilach ciężkiego przygnębienia zaczynam myśleć o swoim zgonie (Fascynacja);Myślę, że w miarę upływu lat będę się częściej modlić (Lęk);W naprawdę ciężkiej sytuacji mógłbym zdecydować się na samobójstwo (Fascynacja);Często myślę o śmierci (Fascynacja);Lubię wyobrażać sobie własny pogrzeb (Fascynacja);Często myślę, że chciałbym umrzeć (Fascynacja);Napełnia mnie przerażeniem, gdy umierają bliskie mi osoby (Lęk);Śmierć jest dla mnie fascynującą tajemnicą (Fascynacja);O śmierci myślę bez lęku (Lęk);Śmierć jest najgorszym nieszczęściem w życiu człowieka (Lęk);Nie lubię filmów, w których jeden z głównych bohaterów umiera (Lęk);Nieraz trudno oderwać mi się od myśli o śmierci (Fascynacja);Lubię poznawać różne rytuały i obrzędy towarzyszące śmierci (Fascynacja);Nieraz wyobrażam sobie, co będzie się ze mną działo po śmierci (Fascynacja);Lubię rozmyślać na tematy związane ze śmiercią (Fascynacja);Interesują mnie obrazy przedstawiające śmierć i umieranie (Fascynacja);Często rozmawiam z ludźmi na temat śmierci (Fascynacja);Koleżeński (Wspolnotowość);Wyrozumiały (Wspólnotowość);Pewny siebie (Sprawczość);Skuteczny (Sprawczość);Opiekuńczy (Wspólnotowość);Przyjazny (Wspólnotowość);Konsekwentny (Sprawczość);Skłonny do kompromisu (Wspólnotowość);Uczynny (Wspólnotowość);Ambitny (Sprawczość);Życzliwy (Wspólnotowość);Doceniający innych (Wspólnotowść);Energiczny (Sprawczość);Przedsiębiorczy (Sprawczość);Współczujący (Wspólnotowość);O silnej woli (Sprawczość);Sprawny (Sprawczość);O skłonnościach przywódczych (Sprawczość);Wspierający innych (Sprawczość);Pomocny (Wspólnotowość);Przekonujący (Sprawczość);Wybaczający (Wspólnotowość);Przebojowy (Sprawczość);Pomysłowy (Sprawczość);Rozumiejący innych (Wspólnotowość);Zaradny (Sprawczość);Poświęcający się dla innych (Wspólnotowość);Zdecydowany (Sprawczość);Aktywny (Sprawczość);Wrażliwy na innych (Wspólnotowość);Pomniejszam wagę swoich osiągnięć (Autodeprecjacja);Sprawiam wrażenie, że wiem więcej, niż to jest naprawdę (Autopromocja);Podkreślam własne zasługi (Autopromocja);Sprawiam wrażenie osoby zajętej ważnymi sprawami (Autopromocja);Wypadam gorzej od drugiej osoby, żeby jej nie sprawić przykrości (Autodeprecjacja); Sprawiam wrażenie osoby niepewnej siebie (Autodeprecjacja);Pewnych zadań podejmuję się dla wykazania, że coś potrafię (Autopromocja);Podkreślam własne umiejętności (Autopromocja);Unikam mówienia o swoich sukcesach (Autodeprecjacja);Gdy niepokoję się, że coś mi nie wyjdzie, opowiadam o tym innym (Autodeprecjacja);Staram się wypaść na osobę znającą się na rzeczy (Autopromocja);Mówię przepraszam, nawet kiedy tak naprawdę to nie moja wina (Autodeprecjacja);Podkreślam swoje wady (Autodeprecjacja);Opowiadam o tym, co mi się udało (Autopromocja);Sprawiam wrażenie osoby pewnej siebie (Autopromocja);Staram się nie wywyższać (Autodeprecjacja);Gdy coś mi dobrze pójdzie, staram się pokazać także swoje wady (Autodeprecjacja);Przyznaję się do własnej bezradności (Autodeprecjacja);Mówię o swoich zaletach (Autopromocja);Nawet gdy czegoś nie potrafię, zachowuję się, jakbym to umiał (Autopromocja);Sprawiam wrażenie osoby kompetentnej (Autopromocja);Zachowuję się bardziej bezradnie niż się czuję (Autodeprecjacja);Opowiadam o tym, co mi się nie udało (Autodeprecjacja);Nadrabiam miną, gdy coś idzie nie tak (Autopromocja);Z góry twierdzę, że nie dam sobie z czymś rady (Autodeprecjacja);Unikam tego, by za dobrze wypaść (Autodeprecjacja);Kiedy brak mi wiedzy na jakiś temat, nie daję tego po sobie poznać (Autopromocja);Mówię zdecydowanym tonem, nawet kiedy wcale nie mam pewności (Autopromocja);Kiedy dobrze wypadnę, przekonuję innych, że to przypadek (Autodeprecjacja);W dyskusji lubię pokazać, że się dobrze znam na rzeczy (Autopromocja);Lęk przed śmiercią;Fascynacja śmiercią;Osobowość sprawcza;Osobowość wspólnotowa;Autodeprecjacja;Autopromocja
18;Kobieta;30;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Czasami;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Czasami;Często;Czasami;Czasami;Często;Czasami;Czasami;Często;Czasami;Bardzo czesto;Rzadko;Nigdy;Rzadko;Rzadko;Bardzo czesto;Często;Bardzo czesto;Czasami;Czasami;Nigdy;Nigdy;Czasami;2.66666666666667;1.42857142857143;3.66666666666667;5;3.26666666666667;2.33333333333333
43;Kobieta;29;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Raczej tak;Raczej tak;Tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;Tak;Zdecydowanie tak;Tak;Tak;Raczej tak;Raczej tak;Tak;Tak;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie tak;Często;Bardzo czesto;Czasami;Często;Rzadko;Rzadko;Czasami;Czasami;Często;Czasami;Często;Czasami;Rzadko;Czasami;Często;Często;Nigdy;Czasami;Często;Czasami;Często;Rzadko;Czasami;Czasami;Czasami;Nigdy;Rzadko;Często;Nigdy;Bardzo czesto;1.66666666666667;2.35714285714286;5.46666666666667;6.6;2.53333333333333;3.6
5;Kobieta;28;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Czasami;Czasami;Czasami;Czasami;Czasami;Często;Rzadko;Czasami;Czasami;Często;Często;Czasami;Często;Czasami;Rzadko;Bardzo czesto;Czasami;Często;Czasami;Czasami;Czasami;Rzadko;Często;Czasami;Często;Nigdy;Czasami;Rzadko;Czasami;Czasami;3.66666666666667;1;4.06666666666667;6;3.33333333333333;2.86666666666667
26;Mężczyzna;27;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Tak;Tak;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Często;Często;Czasami;Czasami;Rzadko;Czasami;Często;Często;Często;Rzadko;Często;Czasami;Rzadko;Czasami;Często;Czasami;Czasami;Czasami;Czasami;Często;Często;Rzadko;Rzadko;Często;Czasami;Czasami;Często;Rzadko;Czasami;Czasami;2.33333333333333;1.5;5.46666666666667;4.73333333333333;2.8;3.53333333333333
127;Kobieta;27;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Tak;Raczej tak;Tak;Tak;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Tak;Tak;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Czasami;Rzadko;Nigdy;Rzadko;Nigdy;Nigdy;Rzadko;Czasami;Nigdy;Rzadko;Często;Czasami;Rzadko;Często;Często;Nigdy;Rzadko;Bardzo czesto;Bardzo czesto;Rzadko;Bardzo czesto;Nigdy;Rzadko;Rzadko;Nigdy;Nigdy;Czasami;Czasami;Nigdy;Rzadko;2.33333333333333;1.21428571428571;5.46666666666667;5.06666666666667;1.8;2.93333333333333
152;Kobieta;27;Wyższe (licencjat, magisterium);Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej tak;Nie;Raczej tak;Raczej tak;Raczej nie;Nie;Tak;Zdecydowanie nie;Nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Nie;Raczej tak;Czasami;Rzadko;Czasami;Czasami;Rzadko;Często;Często;Czasami;Często;Często;Często;Często;Rzadko;Czasami;Rzadko;Często;Rzadko;Często;Rzadko;Często;Czasami;Rzadko;Rzadko;Często;Często;Rzadko;Często;Czasami;Rzadko;Rzadko;2;2.07142857142857;2.33333333333333;5;3;3.06666666666667
6;Kobieta;26;Wyższe (licencjat, magisterium);Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Tak;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Tak;Tak;Tak;Tak;Zdecydowanie tak;Tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Tak;Czasami;Rzadko;Rzadko;Rzadko;Nigdy;Nigdy;Nigdy;Rzadko;Często;Często;Nigdy;Rzadko;Rzadko;Rzadko;Często;Bardzo czesto;Rzadko;Rzadko;Rzadko;Nigdy;Często;Rzadko;Rzadko;Rzadko;Rzadko;Nigdy;Rzadko;Rzadko;Często;Nigdy;3.33333333333333;1.21428571428571;6.46666666666667;5.93333333333333;2.46666666666667;2
11;Mężczyzna;26;Średnie ogólne;Wieś;Tak;Inne;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Tak;Nie;Raczej nie;Tak;Raczej tak;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Tak;Raczej nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Raczej tak;Czasami;Często;Czasami;Rzadko;Rzadko;Czasami;Rzadko;Często;Czasami;Często;Często;Czasami;Czasami;Czasami;Czasami;Często;Czasami;Często;Często;Często;Często;Bardzo czesto;Czasami;Często;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Czasami;2.33333333333333;2;4.86666666666667;5.2;3.06666666666667;3.2
32;Kobieta;26;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Czasami;Nigdy;Rzadko;Nigdy;Czasami;Nigdy;Nigdy;Czasami;Rzadko;Bardzo czesto;Często;Nigdy;Rzadko;Bardzo czesto;Bardzo czesto;Bardzo czesto;Czasami;Rzadko;Czasami;Nigdy;Często;Nigdy;Rzadko;Bardzo czesto;Często;Nigdy;Rzadko;Rzadko;Czasami;Nigdy;3.33333333333333;2.07142857142857;5.06666666666667;6.26666666666667;2.53333333333333;2.66666666666667
69;Kobieta;26;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Tak;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Czasami;Często;Często;Często;Rzadko;Rzadko;Często;Bardzo czesto;Czasami;Czasami;Często;Czasami;Często;Często;Często;Często;Często;Czasami;Bardzo czesto;Bardzo czesto;Bardzo czesto;Bardzo czesto;Często;Bardzo czesto;Często;Często;Często;Czasami;Czasami;Często;3;1.21428571428571;6.66666666666667;6.86666666666667;3.4;4.26666666666667
89;Mężczyzna;26;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej nie;Raczej tak;Tak;Raczej nie;Raczej tak;Tak;Raczej tak;Tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Bardzo czesto;Czasami;Nigdy;Rzadko;Czasami;Rzadko;Czasami;Czasami;Bardzo czesto;Często;Rzadko;Nigdy;Czasami;Rzadko;Często;Bardzo czesto;Często;Nigdy;Rzadko;Nigdy;Czasami;Nigdy;Rzadko;Często;Rzadko;Rzadko;Czasami;Czasami;Rzadko;Czasami;2;1.92857142857143;4.26666666666667;4.93333333333333;2.8;2.6
154;Kobieta;26;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Raczej nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej nie;Tak;Tak;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Tak;Często;Czasami;Rzadko;Czasami;Czasami;Czasami;Rzadko;Czasami;Często;Czasami;Rzadko;Czasami;Czasami;Czasami;Rzadko;Często;Czasami;Czasami;Czasami;Rzadko;Rzadko;Czasami;Czasami;Czasami;Czasami;Czasami;Rzadko;Rzadko;Czasami;Rzadko;2.22222222222222;1.92857142857143;3.53333333333333;5.66666666666667;3.2;2.4
158;Mężczyzna;26;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej nie;Raczej nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie nie;Tak;Tak;Zdecydowanie tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie nie;Tak;Tak;Raczej nie;Nigdy;Bardzo czesto;Często;Bardzo czesto;Nigdy;Nigdy;Czasami;Często;Nigdy;Nigdy;Bardzo czesto;Nigdy;Rzadko;Bardzo czesto;Bardzo czesto;Rzadko;Nigdy;Rzadko;Bardzo czesto;Często;Bardzo czesto;Nigdy;Często;Bardzo czesto;Nigdy;Nigdy;Bardzo czesto;Bardzo czesto;Nigdy;Bardzo czesto;1.11111111111111;3.78571428571429;6.06666666666667;3.4;1.4;4.66666666666667
182;Mężczyzna;26;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Tak;Tak;Tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Rzadko;Czasami;Czasami;Rzadko;Rzadko;Nigdy;Czasami;Często;Rzadko;Rzadko;Czasami;Nigdy;Czasami;Często;Często;Często;Rzadko;Rzadko;Często;Rzadko;Czasami;Nigdy;Czasami;Nigdy;Nigdy;Nigdy;Rzadko;Często;Nigdy;Czasami;1.11111111111111;1.35714285714286;6.66666666666667;5.66666666666667;1.86666666666667;3
187;Mężczyzna;26;Średnie zawodowe;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Raczej nie;Raczej nie;Raczej tak;Tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Zdecydowanie tak;Nie;Raczej tak;Tak;Nie;Zdecydowanie tak;Zdecydowanie nie;Tak;Raczej tak;Raczej nie;Rzadko;Bardzo czesto;Często;Często;Nigdy;Nigdy;Czasami;Czasami;Często;Rzadko;Często;Rzadko;Czasami;Często;Bardzo czesto;Rzadko;Rzadko;Rzadko;Rzadko;Często;Bardzo czesto;Rzadko;Rzadko;Często;Rzadko;Nigdy;Często;Bardzo czesto;Nigdy;Często;1.88888888888889;1.28571428571429;5.6;3.53333333333333;1.93333333333333;4
